temperatura_sala,consumo_iluminacion,temperatura_exterior,humedad_exterior,temperatura_meteorologica,hora,dia_semana,mes,es_fin_de_semana,rango_termico
19.7,0,3.53,90.6666666666667,3.333333333333329,12,3,1,0,2
19.79,0,3.53,90.0,3.55,12,3,1,0,2
19.8925,0,3.43333333333333,89.3333333333333,3.766666666666671,12,3,1,0,2
20.06666666666669,0,3.43333333333333,88.6666666666667,3.9833333333333294,12,3,1,0,2
20.1333333333333,0,3.53,88.0,4.2,13,3,1,0,2
20.26,0,3.6175,87.5,4.3,13,3,1,0,2
20.29,0,3.8333333333333295,87.0,4.4,13,3,1,0,2
20.29,0,4.16,86.5,4.5,13,3,1,0,2
20.39,0,4.36666666666667,86.0,4.6,13,3,1,0,2
20.463333333333296,0,4.56333333333333,85.5,4.7,13,3,1,0,2
20.5,0,4.83,85.0,4.8,14,3,1,0,2
20.56666666666669,0,5.06333333333333,84.8333333333333,4.91666666666667,14,3,1,0,2
20.6,0,5.263333333333329,84.6666666666667,5.03333333333333,14,3,1,0,2
20.6,0,5.263333333333329,84.5,5.15,14,3,1,0,2
20.73,0,5.1233333333333295,84.3333333333333,5.26666666666667,14,3,1,0,2
20.79,0,5.1233333333333295,84.1666666666667,5.383333333333329,14,3,1,0,2
20.89,0,5.1233333333333295,84.0,5.5,15,3,1,0,2
20.963333333333296,0,5.1233333333333295,83.1666666666667,5.48333333333333,15,3,1,0,2
21.0,0,5.263333333333329,82.3333333333333,5.46666666666667,15,3,1,0,2
21.06666666666669,0,5.43333333333333,81.5,5.45,15,3,1,0,2
21.1,0,5.43333333333333,80.6666666666667,5.43333333333333,15,3,1,0,2
21.075,0,5.36666666666667,79.8333333333333,5.41666666666667,15,3,1,0,2
21.0,0,5.2725,79.0,5.4,16,3,1,0,2
21.0,0,5.263333333333329,78.5,5.26666666666667,16,3,1,0,2
20.9266666666667,0,5.3333333333333295,78.0,5.133333333333329,16,3,1,0,2
20.89,0,5.4,77.5,5.0,16,3,1,0,2
20.82333333333329,0,5.263333333333329,77.0,4.86666666666667,16,3,1,0,2
20.79,0,5.1233333333333295,76.5,4.73333333333333,16,3,1,0,2
20.8566666666667,0,4.96666666666667,76.0,4.6,17,3,1,0,2
20.9266666666667,10,4.8333333333333295,76.0,4.5833333333333295,17,3,1,0,2
21.1333333333333,10,4.8,76.0,4.56666666666667,17,3,1,0,2
21.29,0,4.72666666666667,76.0,4.55,17,3,1,0,2
21.3566666666667,10,4.56,76.0,4.53333333333333,17,3,1,0,2
21.5,0,4.56,76.0,4.51666666666667,17,3,1,0,2
21.56666666666669,10,4.59,76.0,4.5,18,3,1,0,2
21.6333333333333,10,4.65666666666667,76.1666666666667,4.41666666666667,18,3,1,0,2
21.7,0,4.69,76.3333333333333,4.3333333333333295,18,3,1,0,2
21.7,10,4.6233333333333295,76.5,4.25,18,3,1,0,2
21.7,10,4.46666666666667,76.6666666666667,4.16666666666667,18,3,1,0,2
21.7,10,4.2975,76.8333333333333,4.0833333333333295,18,3,1,0,2
21.7,10,4.19,77.0,4.0,19,3,1,0,2
21.7,10,4.263333333333329,78.5,3.9,19,3,1,0,2
21.7,10,4.19,80.0,3.8,19,3,1,0,2
21.73,10,3.966666666666669,81.5,3.7,19,3,1,0,2
21.79,10,3.9,83.0,3.6,19,3,1,0,2
21.82333333333329,10,3.9333333333333296,84.5,3.5,19,3,1,0,2
21.89,20,4.0,86.0,3.4,20,3,1,0,2
21.79,10,4.0,83.3333333333333,3.5,20,3,1,0,2
21.79,30,4.0,80.6666666666667,3.6,20,3,1,0,2
21.7,20,4.1233333333333295,78.0,3.7,20,3,1,0,2
21.7,20,4.19,75.3333333333333,3.8,20,3,1,0,2
21.7,20,4.3,72.6666666666667,3.9,20,3,1,0,2
21.76,20,4.3,70.0,4.0,21,3,1,0,2
21.79,30,4.19,70.0,3.9166666666666714,21,3,1,0,2
21.79,20,4.1233333333333295,70.0,3.8333333333333295,21,3,1,0,2
21.79,20,3.895,70.0,3.75,21,3,1,0,2
21.8566666666667,10,3.6633333333333296,70.0,3.6666666666666714,21,3,1,0,2
21.89,0,3.59,70.0,3.583333333333329,21,3,1,0,2
21.89,10,3.6266666666666714,70.0,3.5,22,3,1,0,2
22.1,0,3.7,73.6666666666667,3.15,22,3,1,0,2
22.175,0,3.6633333333333296,77.3333333333333,2.8,22,3,1,0,2
22.26,0,3.4633333333333294,81.0,2.45,22,3,1,0,2
22.39,0,2.96,84.6666666666667,2.1,22,3,1,0,2
22.463333333333296,0,2.5,88.3333333333333,1.75,22,3,1,0,2
22.6,0,2.13333333333333,92.0,1.4,23,3,1,0,2
22.6666666666667,0,1.93333333333333,92.3333333333333,1.3,23,3,1,0,2
22.7,0,1.79,92.6666666666667,1.2,23,3,1,0,2
22.7,0,1.73,93.0,1.1,23,3,1,0,2
22.73,0,1.56666666666667,93.3333333333333,1.0,23,3,1,0,2
22.79,0,1.5,93.6666666666667,0.9,23,3,1,0,2
22.79,0,1.39,94.0,0.8,0,4,1,0,2
22.79,0,1.39,95.0,0.666666666666667,0,4,1,0,2
22.79,0,1.39,96.0,0.533333333333333,0,4,1,0,2
22.79,0,1.13333333333333,97.0,0.4,0,4,1,0,2
22.79,0,0.866666666666667,98.0,0.266666666666667,0,4,1,0,2
22.79,0,0.6666666666666669,99.0,0.133333333333333,0,4,1,0,2
22.79,0,0.5999999999999999,100.0,0.0,1,4,1,0,2
22.79,0,0.5,99.8333333333333,0.0666666666666667,1,4,1,0,2
22.79,0,0.5,99.6666666666667,0.133333333333333,1,4,1,0,2
22.79,0,0.5333333333333329,99.5,0.2,1,4,1,0,2
22.7,0,0.5999999999999999,99.3333333333333,0.266666666666667,1,4,1,0,2
22.7,0,0.6333333333333329,99.1666666666667,0.333333333333333,1,4,1,0,2
22.7,0,0.6999999999999998,99.0,0.4,2,4,1,0,2
22.6,0,0.833333333333333,97.8333333333333,0.55,2,4,1,0,2
22.6,0,0.9,96.6666666666667,0.7,2,4,1,0,2
22.5,0,1.03333333333333,95.5,0.85,2,4,1,0,2
22.4266666666667,0,1.16666666666667,94.3333333333333,1.0,2,4,1,0,2
22.39,0,1.29,93.1666666666667,1.15,2,4,1,0,2
22.32333333333329,0,1.32333333333333,92.0,1.3,3,4,1,0,2
22.26,0,1.39,90.5,1.53333333333333,3,4,1,0,2
22.2,0,1.39,89.0,1.76666666666667,3,4,1,0,2
22.1666666666667,0,1.46333333333333,87.5,2.0,3,4,1,0,2
22.1,0,1.63333333333333,86.0,2.2333333333333294,3,4,1,0,2
22.0,0,1.8333333333333297,84.5,2.466666666666669,3,4,1,0,2
21.9266666666667,0,1.93333333333333,83.0,2.7,4,4,1,0,2
21.89,0,2.0,81.8333333333333,2.75,4,4,1,0,2
21.82333333333329,0,2.0,80.6666666666667,2.8,4,4,1,0,2
21.76,0,1.93333333333333,79.5,2.85,4,4,1,0,2
21.7,0,1.9,78.3333333333333,2.9,4,4,1,0,2
21.7,0,1.9,77.1666666666667,2.95,4,4,1,0,2
21.625,0,1.9,76.0,3.0,5,4,1,0,2
21.533333333333296,0,2.026666666666669,75.3333333333333,3.03333333333333,5,4,1,0,2
21.5,0,2.26666666666667,74.6666666666667,3.06666666666667,5,4,1,0,2
21.4266666666667,0,2.475,74.0,3.1,5,4,1,0,2
21.39,0,2.5,73.3333333333333,3.13333333333333,5,4,1,0,2
21.32333333333329,0,2.4,72.6666666666667,3.16666666666667,5,4,1,0,2
21.29,0,2.4,72.0,3.2,6,4,1,0,2
21.29,0,2.4,72.6666666666667,3.2,6,4,1,0,2
21.2,0,2.4,73.3333333333333,3.2,6,4,1,0,2
21.2,0,2.4,74.0,3.2,6,4,1,0,2
21.1,0,2.466666666666669,74.6666666666667,3.2,6,4,1,0,2
21.1,0,2.5,75.3333333333333,3.2,6,4,1,0,2
21.0,10,2.5,76.0,3.2,7,4,1,0,2
21.0,10,2.5,76.3333333333333,3.2,7,4,1,0,2
20.963333333333296,10,2.43333333333333,76.6666666666667,3.2,7,4,1,0,2
20.89,10,2.4,77.0,3.2,7,4,1,0,2
20.89,0,2.4,77.3333333333333,3.2,7,4,1,0,2
20.82333333333329,10,2.4,77.6666666666667,3.2,7,4,1,0,2
20.29666666666669,10,2.4,78.0,3.2,8,4,1,0,2
19.63,10,2.4,78.3333333333333,3.2,8,4,1,0,2
19.15,10,2.43333333333333,78.6666666666667,3.2,8,4,1,0,2
19.32333333333329,20,2.5,79.0,3.2,8,4,1,0,2
19.53,10,2.53,79.3333333333333,3.2,8,4,1,0,2
19.66,10,2.59,79.6666666666667,3.2,8,4,1,0,2
19.7,10,2.56,80.0,3.2,9,4,1,0,2
19.7,10,2.5,80.3333333333333,3.2,9,4,1,0,2
19.79,10,2.59,80.6666666666667,3.2,9,4,1,0,2
19.8566666666667,10,2.59,81.0,3.2,9,4,1,0,2
19.9266666666667,0,2.7,81.3333333333333,3.2,9,4,1,0,2
20.0,10,2.76,81.6666666666667,3.2,9,4,1,0,2
20.033333333333296,10,2.73,82.0,3.2,10,4,1,0,2
20.1,10,2.86333333333333,82.0,3.31666666666667,10,4,1,0,2
20.2,10,3.03,82.0,3.43333333333333,10,4,1,0,2
20.2,20,3.09,82.0,3.55,10,4,1,0,2
20.29,0,3.12666666666667,82.0,3.6666666666666714,10,4,1,0,2
20.29,10,3.2,82.0,3.7833333333333297,10,4,1,0,2
20.29,10,3.395,82.0,3.9,11,4,1,0,2
20.3566666666667,10,3.656666666666669,83.0,3.86666666666667,11,4,1,0,2
20.39,0,3.79,84.0,3.8333333333333295,11,4,1,0,2
20.39,10,3.9333333333333296,85.0,3.8,11,4,1,0,2
20.39,10,4.0,86.0,3.766666666666671,11,4,1,0,2
20.29,10,4.03,87.0,3.7333333333333294,11,4,1,0,2
20.29,10,4.09,88.0,3.7,12,4,1,0,2
20.35111111111109,0,4.22666666666667,87.8333333333333,3.7333333333333294,12,4,1,0,2
20.445,10,4.36666666666667,87.6666666666667,3.766666666666671,12,4,1,0,2
20.5833333333333,0,4.59,87.5,3.8,12,4,1,0,2
20.625,0,4.59,87.3333333333333,3.8333333333333295,12,4,1,0,2
20.710625,0,4.59,87.1666666666667,3.86666666666667,12,4,1,0,2
20.79,10,4.59,87.0,3.9,13,4,1,0,2
20.85875,0,4.6233333333333295,86.8333333333333,3.95,13,4,1,0,2
20.89,0,4.763333333333329,86.6666666666667,4.0,13,4,1,0,2
20.9327777777778,0,4.76,86.5,4.05,13,4,1,0,2
21.03888888888889,0,4.975,86.3333333333333,4.1,13,4,1,0,2
21.088888888888896,0,4.93333333333333,86.1666666666667,4.15,13,4,1,0,2
21.1111111111111,10,5.03,86.0,4.2,14,4,1,0,2
21.1722222222222,0,5.03,85.6666666666667,4.25,14,4,1,0,2
21.2,0,5.1233333333333295,85.3333333333333,4.3,14,4,1,0,2
21.275,0,5.263333333333329,85.0,4.35,14,4,1,0,2
21.29,0,5.36666666666667,84.6666666666667,4.4,14,4,1,0,2
21.29,0,5.3,84.3333333333333,4.45,14,4,1,0,2
21.29,0,5.3,84.0,4.5,15,4,1,0,2
21.3572222222222,0,5.36666666666667,86.0,4.03333333333333,15,4,1,0,2
21.4877777777778,0,5.263333333333329,88.0,3.56666666666667,15,4,1,0,2
21.561111111111096,10,5.06333333333333,90.0,3.1,15,4,1,0,2
21.65,0,4.69,92.0,2.63333333333333,15,4,1,0,2
21.715,0,4.69,94.0,2.16666666666667,15,4,1,0,2
21.79,0,4.5,96.0,1.7,16,4,1,0,2
21.83,0,4.43333333333333,95.6666666666667,1.78333333333333,16,4,1,0,2
21.8677777777778,0,4.4,95.3333333333333,1.86666666666667,16,4,1,0,2
21.8677777777778,0,4.425,95.0,1.95,16,4,1,0,2
21.89,0,4.1,94.6666666666667,2.03333333333333,16,4,1,0,2
21.8677777777778,0,3.2,94.3333333333333,2.11666666666667,16,4,1,0,2
21.8677777777778,0,1.9,94.0,2.2,17,4,1,0,2
21.89,10,2.03,93.8333333333333,2.31666666666667,17,4,1,0,2
21.89,0,2.09,93.6666666666667,2.43333333333333,17,4,1,0,2
21.89,10,2.12666666666667,93.5,2.55,17,4,1,0,2
21.89,0,2.26,93.3333333333333,2.66666666666667,17,4,1,0,2
21.89,10,2.43333333333333,93.1666666666667,2.78333333333333,17,4,1,0,2
21.89,0,2.43333333333333,93.0,2.9,18,4,1,0,2
21.89,10,2.43333333333333,93.0,2.833333333333329,18,4,1,0,2
21.89,10,2.5,93.0,2.7666666666666706,18,4,1,0,2
21.89,10,2.4,93.0,2.7,18,4,1,0,2
21.89,10,2.4,93.0,2.63333333333333,18,4,1,0,2
21.956,10,2.36333333333333,93.0,2.56666666666667,18,4,1,0,2
22.0,20,2.29,93.0,2.5,19,4,1,0,2
22.0,10,2.29,93.6666666666667,2.5,19,4,1,0,2
22.0,20,2.14,94.3333333333333,2.5,19,4,1,0,2
22.0,20,2.16333333333333,95.0,2.5,19,4,1,0,2
22.0,30,2.23,95.6666666666667,2.5,19,4,1,0,2
22.0,20,2.29,96.3333333333333,2.5,19,4,1,0,2
22.0,20,2.32666666666667,97.0,2.5,20,4,1,0,2
22.0,20,2.4,97.0,2.45,20,4,1,0,2
22.0,30,2.36333333333333,97.0,2.4,20,4,1,0,2
22.1,10,2.29,97.0,2.35,20,4,1,0,2
22.1975,20,2.26,97.0,2.3,20,4,1,0,2
22.29,20,1.86666666666667,97.0,2.25,20,4,1,0,2
22.39,20,1.35666666666667,97.0,2.2,21,4,1,0,2
22.39,20,1.23,96.8333333333333,2.2,21,4,1,0,2
22.39,20,1.29,96.6666666666667,2.2,21,4,1,0,2
22.39,20,1.35666666666667,96.5,2.2,21,4,1,0,2
22.5,20,1.7,96.3333333333333,2.2,21,4,1,0,2
22.4266666666667,10,1.9666666666666697,96.1666666666667,2.2,21,4,1,0,2
22.39,10,2.145,96.0,2.2,22,4,1,0,2
22.463333333333296,10,2.4,95.8333333333333,2.28333333333333,22,4,1,0,2
22.5,10,2.4,95.6666666666667,2.36666666666667,22,4,1,0,2
22.4266666666667,0,2.4,95.5,2.45,22,4,1,0,2
22.39,10,2.4,95.3333333333333,2.53333333333333,22,4,1,0,2
22.39,10,2.4,95.1666666666667,2.61666666666667,22,4,1,0,2
22.39,10,2.32666666666667,95.0,2.7,23,4,1,0,2
22.39,10,2.29,95.3333333333333,2.65,23,4,1,0,2
22.32333333333329,0,2.29,95.6666666666667,2.6,23,4,1,0,2
22.32333333333329,10,2.29,96.0,2.55,23,4,1,0,2
22.26,10,2.23,96.3333333333333,2.5,23,4,1,0,2
22.2,10,2.0,96.6666666666667,2.45,23,4,1,0,2
22.15,0,2.0,97.0,2.4,0,5,1,1,2
22.1,0,2.0,96.8333333333333,2.375,0,5,1,1,2
22.033333333333296,0,2.06,96.6666666666667,2.35,0,5,1,1,2
22.0,0,2.09,96.5,2.325,0,5,1,1,2
22.0,0,2.09,96.3333333333333,2.3,0,5,1,1,2
21.89,0,2.09,96.1666666666667,2.275,0,5,1,1,2
21.89,0,2.12666666666667,96.0,2.25,1,5,1,1,2
21.8566666666667,0,2.12666666666667,95.8333333333333,2.225,1,5,1,1,2
21.79,0,2.09,95.6666666666667,2.2,1,5,1,1,2
21.7,0,2.09,95.5,2.175,1,5,1,1,2
21.7,0,2.2,95.3333333333333,2.15,1,5,1,1,2
21.6666666666667,0,2.2,95.1666666666667,2.125,1,5,1,1,2
21.6,0,2.09,95.0,2.1,2,5,1,1,2
21.5,0,2.09,95.0,2.0,2,5,1,1,2
21.5,0,1.9666666666666697,95.0,1.9,2,5,1,1,2
21.463333333333296,0,1.826666666666669,95.0,1.8,2,5,1,1,2
21.39,0,1.66666666666667,95.0,1.7,2,5,1,1,2
21.3566666666667,0,1.46,95.0,1.6,2,5,1,1,2
21.29,0,1.13333333333333,95.0,1.5,3,5,1,1,2
21.29,0,0.933333333333333,95.3333333333333,1.35,3,5,1,1,2
21.2675,0,0.75,95.6666666666667,1.2,3,5,1,1,2
21.2,0,0.5333333333333329,96.0,1.05,3,5,1,1,2
21.1,0,0.2666666666666669,96.3333333333333,0.9,3,5,1,1,2
21.1,0,0.1333333333333329,96.6666666666667,0.75,3,5,1,1,2
21.06666666666669,0,-0.2666666666666669,97.0,0.6,4,5,1,1,2
21.0,0,-0.5333333333333329,96.8333333333333,0.6,4,5,1,1,2
21.0,0,-0.6666666666666669,96.6666666666667,0.6,4,5,1,1,2
20.9266666666667,0,-0.766666666666667,96.5,0.6,4,5,1,1,2
20.89,0,-0.5,96.3333333333333,0.6,4,5,1,1,2
20.89,0,-0.3666666666666669,96.1666666666667,0.6,4,5,1,1,2
20.79,0,-0.5,96.0,0.6,5,5,1,1,2
20.79,0,-0.6333333333333329,96.0,0.5833333333333329,5,5,1,1,2
20.79,0,-0.6999999999999998,96.0,0.566666666666667,5,5,1,1,2
20.73,0,-0.5333333333333329,96.0,0.55,5,5,1,1,2
20.7,0,-0.3333333333333329,96.0,0.533333333333333,5,5,1,1,2
20.7,0,-0.2,96.0,0.5166666666666672,5,5,1,1,2
20.6666666666667,0,-0.125,96.0,0.5,6,5,1,1,2
20.6,0,0.0333333333333332,96.0,0.5833333333333329,6,5,1,1,2
20.6,0,0.233333333333333,96.0,0.666666666666667,6,5,1,1,2
20.575,0,0.3666666666666669,96.0,0.75,6,5,1,1,2
20.5,0,0.5,96.0,0.8333333333333329,6,5,1,1,2
20.5,0,0.5666666666666669,96.0,0.9166666666666669,6,5,1,1,2
20.5,0,0.6333333333333329,96.0,1.0,7,5,1,1,2
20.463333333333296,0,0.766666666666667,96.0,1.03333333333333,7,5,1,1,2
20.39,0,0.833333333333333,96.0,1.06666666666667,7,5,1,1,2
20.3566666666667,10,0.9,96.0,1.1,7,5,1,1,2
20.29,10,0.833333333333333,96.0,1.13333333333333,7,5,1,1,2
20.315,10,0.966666666666667,96.0,1.16666666666667,7,5,1,1,2
20.39,10,1.13333333333333,96.0,1.2,8,5,1,1,2
20.4266666666667,10,1.2,96.1666666666667,1.21666666666667,8,5,1,1,2
20.56666666666669,10,1.1,96.3333333333333,1.23333333333333,8,5,1,1,2
20.6333333333333,10,1.16666666666667,96.5,1.25,8,5,1,1,2
20.7,0,1.15,96.6666666666667,1.26666666666667,8,5,1,1,2
20.79,0,1.03333333333333,96.8333333333333,1.28333333333333,8,5,1,1,2
20.8566666666667,0,1.22666666666667,97.0,1.3,9,5,1,1,2
20.9266666666667,0,1.39,96.6666666666667,1.41666666666667,9,5,1,1,2
21.0,0,1.46333333333333,96.3333333333333,1.53333333333333,9,5,1,1,2
21.033333333333296,0,1.63333333333333,96.0,1.65,9,5,1,1,2
21.1,0,1.76,95.6666666666667,1.76666666666667,9,5,1,1,2
21.15,0,1.66666666666667,95.3333333333333,1.88333333333333,9,5,1,1,2
21.2,0,1.53333333333333,95.0,2.0,10,5,1,1,2
21.26,0,1.42666666666667,94.6666666666667,2.25,10,5,1,1,2
21.29,0,1.5,94.3333333333333,2.5,10,5,1,1,2
21.3566666666667,0,1.8,94.0,2.75,10,5,1,1,2
21.39,0,2.0,93.6666666666667,3.0,10,5,1,1,2
21.39,0,2.03,93.3333333333333,3.25,10,5,1,1,2
21.5,0,2.22333333333333,93.0,3.5,11,5,1,1,2
21.5,0,2.26,92.0,3.7,11,5,1,1,2
21.5,0,2.2675,91.0,3.9,11,5,1,1,2
21.5,0,2.43,90.0,4.1,11,5,1,1,2
21.6,0,2.6566666666666694,89.0,4.3,11,5,1,1,2
21.533333333333296,0,2.86333333333333,88.0,4.5,11,5,1,1,2
21.6,0,3.12666666666667,87.0,4.7,12,5,1,1,2
21.6,0,3.26,83.5,4.9,12,5,1,1,2
21.56666666666669,0,3.43333333333333,80.0,5.1,12,5,1,1,2
21.5,0,3.56,76.5,5.3,12,5,1,1,2
21.5,0,3.82666666666667,73.0,5.5,12,5,1,1,2
21.3,0,4.02666666666667,69.5,5.7,12,5,1,1,2
21.1,0,4.49666666666667,66.0,5.9,13,5,1,1,2
21.1,0,4.6233333333333295,68.3333333333333,5.883333333333329,13,5,1,1,2
21.1,0,4.39666666666667,70.6666666666667,5.86666666666667,13,5,1,1,2
21.1,0,3.996666666666671,73.0,5.85,13,5,1,1,2
21.1,0,3.73,75.3333333333333,5.8333333333333295,13,5,1,1,2
21.1,0,3.8633333333333297,77.6666666666667,5.81666666666667,13,5,1,1,2
21.1,0,4.16,80.0,5.8,14,5,1,1,2
21.1,0,4.4,77.8333333333333,5.7,14,5,1,1,2
21.1,0,4.62666666666667,75.6666666666667,5.6,14,5,1,1,2
21.0,0,4.99666666666667,73.5,5.5,14,5,1,1,2
21.0,0,5.19,71.3333333333333,5.4,14,5,1,1,2
20.963333333333296,10,4.923333333333329,69.1666666666667,5.3,14,5,1,1,2
20.963333333333296,10,4.39666666666667,67.0,5.2,15,5,1,1,2
20.89,10,4.06,67.6666666666667,5.01666666666667,15,5,1,1,2
20.89,10,4.0,68.3333333333333,4.8333333333333295,15,5,1,1,2
20.79,10,3.966666666666669,69.0,4.65,15,5,1,1,2
20.79,20,3.82666666666667,69.6666666666667,4.46666666666667,15,5,1,1,2
20.76,10,3.82666666666667,70.3333333333333,4.28333333333333,15,5,1,1,2
20.7,10,4.02666666666667,71.0,4.1,16,5,1,1,2
20.7,10,4.36666666666667,73.8333333333333,3.6833333333333296,16,5,1,1,2
20.7,0,4.5,76.6666666666667,3.2666666666666706,16,5,1,1,2
20.7,10,3.49333333333333,79.5,2.85,16,5,1,1,2
20.6,20,2.69333333333333,82.3333333333333,2.43333333333333,16,5,1,1,2
20.6,20,2.4,85.1666666666667,2.0166666666666706,16,5,1,1,2
20.56666666666669,20,2.36333333333333,88.0,1.6,17,5,1,1,2
20.5,20,2.36333333333333,86.3333333333333,1.75,17,5,1,1,2
20.463333333333296,30,2.36333333333333,84.6666666666667,1.9,17,5,1,1,2
20.463333333333296,30,2.23,83.0,2.05,17,5,1,1,2
20.39,20,2.4,81.3333333333333,2.2,17,5,1,1,2
20.39,30,2.26666666666667,79.6666666666667,2.35,17,5,1,1,2
20.463333333333296,20,2.026666666666669,78.0,2.5,18,5,1,1,2
20.463333333333296,20,1.826666666666669,79.5,2.41666666666667,18,5,1,1,2
20.533333333333296,30,1.63333333333333,81.0,2.333333333333329,18,5,1,1,2
20.679,20,1.36,82.5,2.25,18,5,1,1,2
20.79,20,0.8,84.0,2.16666666666667,18,5,1,1,2
21.04,30,0.466666666666667,85.5,2.083333333333329,18,5,1,1,2
21.2864285714286,20,0.1666666666666669,87.0,2.0,19,5,1,1,2
21.5594444444444,10,0.0333333333333332,87.8333333333333,1.8,19,5,1,1,2
21.7927777777778,10,0.1666666666666669,88.6666666666667,1.6,19,5,1,1,2
21.9572222222222,10,0.65,89.5,1.4,19,5,1,1,2
22.01111111111109,20,0.966666666666667,90.3333333333333,1.2,19,5,1,1,2
22.09375,40,1.0,91.1666666666667,1.0,19,5,1,1,2
22.1,30,0.733333333333333,92.0,0.8,20,5,1,1,2
22.1,40,0.433333333333333,92.6666666666667,0.733333333333333,20,5,1,1,2
22.1,40,0.3666666666666669,93.3333333333333,0.666666666666667,20,5,1,1,2
22.15,40,0.433333333333333,94.0,0.6,20,5,1,1,2
22.1,40,0.5666666666666669,94.6666666666667,0.533333333333333,20,5,1,1,2
22.1,30,0.766666666666667,95.3333333333333,0.466666666666667,20,5,1,1,2
22.1,30,0.966666666666667,96.0,0.4,21,5,1,1,2
22.1666666666667,20,1.0,96.3333333333333,0.416666666666667,21,5,1,1,2
22.2,30,1.06666666666667,96.6666666666667,0.4333333333333329,21,5,1,1,2
22.1333333333333,20,1.1,97.0,0.45,21,5,1,1,2
22.1,20,1.1,97.3333333333333,0.466666666666667,21,5,1,1,2
22.1,20,1.03333333333333,97.6666666666667,0.4833333333333329,21,5,1,1,2
22.1,20,1.1,98.0,0.5,22,5,1,1,2
22.1,20,1.245,97.1666666666667,0.5833333333333329,22,5,1,1,2
22.1,30,1.26,96.3333333333333,0.666666666666667,22,5,1,1,2
22.033333333333296,20,1.13333333333333,95.5,0.75,22,5,1,1,2
21.963333333333296,20,1.1,94.6666666666667,0.8333333333333329,22,5,1,1,2
21.89,20,1.16666666666667,93.8333333333333,0.9166666666666669,22,5,1,1,2
21.8566666666667,20,1.2,93.0,1.0,23,5,1,1,2
21.79,10,1.06666666666667,93.5,0.9166666666666669,23,5,1,1,2
21.76,10,0.833333333333333,94.0,0.8333333333333329,23,5,1,1,2
21.7,0,0.6333333333333329,94.5,0.75,23,5,1,1,2
21.6666666666667,0,0.5,95.0,0.666666666666667,23,5,1,1,2
21.6,0,0.5,95.5,0.5833333333333329,23,5,1,1,2
21.533333333333296,0,0.4,96.0,0.5,0,6,1,1,2
21.5,0,0.4,96.0,0.55,0,6,1,1,2
21.4266666666667,0,0.433333333333333,96.0,0.6,0,6,1,1,2
21.3566666666667,0,0.5,96.0,0.65,0,6,1,1,2
21.29,0,0.5666666666666669,96.0,0.7,0,6,1,1,2
21.29,0,0.4749999999999999,96.0,0.75,0,6,1,1,2
21.29,0,0.4,96.0,0.8,1,6,1,1,2
21.2,0,0.4,95.5,0.8333333333333329,1,6,1,1,2
21.1333333333333,0,0.3333333333333329,95.0,0.866666666666667,1,6,1,1,2
21.1,0,0.3333333333333329,94.5,0.9,1,6,1,1,2
21.1,0,0.4,94.0,0.933333333333333,1,6,1,1,2
21.0,0,0.5666666666666669,93.5,0.966666666666667,1,6,1,1,2
21.0,0,0.766666666666667,93.0,1.0,2,6,1,1,2
20.963333333333296,0,1.03333333333333,93.8333333333333,0.9,2,6,1,1,2
20.89,0,1.03333333333333,94.6666666666667,0.8,2,6,1,1,2
20.89,0,0.866666666666667,95.5,0.7,2,6,1,1,2
20.82333333333329,0,0.8,96.3333333333333,0.6,2,6,1,1,2
20.79,0,0.9,97.1666666666667,0.5,2,6,1,1,2
20.79,0,0.833333333333333,98.0,0.4,3,6,1,1,2
20.7,0,0.8,97.8333333333333,0.4333333333333329,3,6,1,1,2
20.7,0,0.866666666666667,97.6666666666667,0.466666666666667,3,6,1,1,2
20.7,0,1.0,97.5,0.5,3,6,1,1,2
20.6666666666667,0,1.0,97.3333333333333,0.533333333333333,3,6,1,1,2
20.6,0,1.06666666666667,97.1666666666667,0.566666666666667,3,6,1,1,2
20.6,0,1.1,97.0,0.6,4,6,1,1,2
20.533333333333296,0,1.1,96.8333333333333,0.5833333333333329,4,6,1,1,2
20.5,0,1.1,96.6666666666667,0.566666666666667,4,6,1,1,2
20.5,0,1.03333333333333,96.5,0.55,4,6,1,1,2
20.5,0,1.0,96.3333333333333,0.533333333333333,4,6,1,1,2
20.4266666666667,0,1.0,96.1666666666667,0.5166666666666672,4,6,1,1,2
20.39,0,0.866666666666667,96.0,0.5,5,6,1,1,2
20.39,0,0.8,96.1666666666667,0.4833333333333329,5,6,1,1,2
20.32333333333329,0,0.8,96.3333333333333,0.466666666666667,5,6,1,1,2
20.32333333333329,0,0.733333333333333,96.5,0.45,5,6,1,1,2
20.29,0,0.6999999999999998,96.6666666666667,0.4333333333333329,5,6,1,1,2
20.29,0,0.6999999999999998,96.8333333333333,0.416666666666667,5,6,1,1,2
20.26,0,0.6999999999999998,97.0,0.4,6,6,1,1,2
20.2,0,0.75,96.8333333333333,0.416666666666667,6,6,1,1,2
20.2,0,0.766666666666667,96.6666666666667,0.4333333333333329,6,6,1,1,2
20.1666666666667,0,0.766666666666667,96.5,0.45,6,6,1,1,2
20.1666666666667,0,0.6999999999999998,96.3333333333333,0.466666666666667,6,6,1,1,2
20.1,0,0.6999999999999998,96.1666666666667,0.4833333333333329,6,6,1,1,2
20.1,0,0.6333333333333329,96.0,0.5,7,6,1,1,2
20.1,0,0.5999999999999999,96.0,0.2833333333333329,7,6,1,1,2
