consumo_electrodomesticos,consumo_iluminacion,temperatura_sala,temperatura_exterior,humedad_exterior,temperatura_meteorologica,hora,dia_semana,mes,es_fin_de_semana,rango_termico
50,0,21.463333333333296,10.19,94.3333333333333,10.3333333333333,3,1,2,0,Medio
50,0,21.39,10.19,95.5,10.25,3,1,2,0,Medio
50,0,21.39,10.19,96.6666666666667,10.1666666666667,3,1,2,0,Medio
40,0,21.39,10.19,97.8333333333333,10.0833333333333,3,1,2,0,Medio
40,0,21.29,10.2633333333333,99.0,10.0,4,1,2,0,Medio
40,0,21.3566666666667,10.2633333333333,98.3333333333333,9.91666666666667,4,1,2,0,Medio
50,0,21.29,10.2633333333333,97.6666666666667,9.83333333333333,4,1,2,0,Medio
50,0,21.29,10.16,97.0,9.75,4,1,2,0,Medio
40,0,21.23,10.0333333333333,96.3333333333333,9.66666666666667,4,1,2,0,Medio
50,0,21.2,9.86,95.6666666666667,9.58333333333333,4,1,2,0,Medio
50,0,21.26,9.8,95.0,9.5,5,1,2,0,Medio
40,0,21.2,9.66,94.8333333333333,9.46666666666667,5,1,2,0,Medio
50,0,21.2,9.6,94.6666666666667,9.43333333333333,5,1,2,0,Medio
40,0,21.2,9.56666666666667,94.5,9.4,5,1,2,0,Medio
40,0,21.1333333333333,9.5,94.3333333333333,9.36666666666667,5,1,2,0,Medio
40,0,21.1,9.463333333333328,94.1666666666667,9.33333333333333,5,1,2,0,Medio
50,0,21.1,9.39,94.0,9.3,6,1,2,0,Medio
50,0,21.1,9.39,93.1666666666667,9.33333333333333,6,1,2,0,Medio
50,0,21.033333333333296,9.33,92.3333333333333,9.36666666666667,6,1,2,0,Medio
50,0,21.0,9.39,91.5,9.4,6,1,2,0,Medio
40,0,21.0,9.3225,90.6666666666667,9.43333333333333,6,1,2,0,Medio
40,0,21.0,9.22666666666667,89.8333333333333,9.46666666666667,6,1,2,0,Medio
50,10,21.0,9.19,89.0,9.5,7,1,2,0,Medio
50,10,20.89,9.13,89.0,9.43333333333333,7,1,2,0,Medio
50,40,20.89,9.1,89.0,9.36666666666667,7,1,2,0,Medio
60,30,20.89,9.033333333333328,89.0,9.3,7,1,2,0,Medio
60,30,20.89,9.0,89.0,9.233333333333329,7,1,2,0,Medio
60,30,20.89,8.92666666666667,89.0,9.16666666666667,7,1,2,0,Medio
70,30,20.8566666666667,8.89,89.0,9.1,8,1,2,0,Medio
320,40,20.8566666666667,8.83,90.0,9.01666666666667,8,1,2,0,Medio
200,40,20.8566666666667,8.8,91.0,8.93333333333333,8,1,2,0,Medio
60,20,20.79,8.8,92.0,8.849999999999998,8,1,2,0,Medio
40,30,20.76,8.8,93.0,8.76666666666667,8,1,2,0,Medio
50,50,20.7,8.8,94.0,8.68333333333333,8,1,2,0,Medio
60,10,20.7,8.8,95.0,8.599999999999998,9,1,2,0,Medio
80,20,20.7,8.8,95.3333333333333,8.61666666666667,9,1,2,0,Medio
60,30,20.7,8.8,95.6666666666667,8.63333333333333,9,1,2,0,Medio
70,20,20.7,8.845,96.0,8.65,9,1,2,0,Medio
60,30,20.76,8.859999999999998,96.3333333333333,8.66666666666667,9,1,2,0,Medio
50,20,20.7,8.89,96.6666666666667,8.68333333333333,9,1,2,0,Medio
60,20,20.73,8.96333333333333,97.0,8.699999999999998,10,1,2,0,Medio
60,30,20.79,9.0,97.0,8.75,10,1,2,0,Medio
60,20,20.823333333333295,9.06666666666667,97.0,8.8,10,1,2,0,Medio
60,30,20.9425,9.033333333333328,97.0,8.849999999999998,10,1,2,0,Medio
80,20,21.1666666666667,9.1,97.0,8.9,10,1,2,0,Medio
80,30,21.1666666666667,9.13,97.0,8.949999999999998,10,1,2,0,Medio
80,20,21.1,9.26333333333333,97.0,9.0,11,1,2,0,Medio
70,30,21.1,9.3,96.6666666666667,8.93333333333333,11,1,2,0,Medio
70,20,21.1666666666667,9.3,96.3333333333333,8.86666666666667,11,1,2,0,Medio
130,20,21.23,9.39,96.0,8.8,11,1,2,0,Medio
70,30,21.29,9.463333333333328,95.6666666666667,8.733333333333329,11,1,2,0,Medio
70,20,21.39,9.5,95.3333333333333,8.66666666666667,11,1,2,0,Medio
60,40,21.39,9.5,95.0,8.599999999999998,12,1,2,0,Medio
60,40,21.39,9.2,95.0,8.55,12,1,2,0,Medio
60,30,21.39,9.0,95.0,8.5,12,1,2,0,Medio
60,40,21.39,8.945,95.0,8.449999999999998,12,1,2,0,Medio
60,40,21.39,8.8,95.0,8.4,12,1,2,0,Medio
50,0,21.3566666666667,8.72666666666667,95.0,8.349999999999998,12,1,2,0,Medio
90,10,21.29,8.72666666666667,95.0,8.3,13,1,2,0,Medio
70,10,21.29,8.8,95.0,8.28333333333333,13,1,2,0,Medio
50,0,21.29,8.83,95.0,8.26666666666667,13,1,2,0,Medio
50,0,21.29,8.83,95.0,8.25,13,1,2,0,Medio
50,0,21.29,8.689999999999998,95.0,8.233333333333329,13,1,2,0,Medio
40,10,21.2,8.689999999999998,95.0,8.21666666666667,13,1,2,0,Medio
70,0,21.2,8.689999999999998,95.0,8.199999999999998,14,1,2,0,Medio
180,0,21.2,8.689999999999998,94.3333333333333,8.08333333333333,14,1,2,0,Medio
50,0,21.2,8.66,93.6666666666667,7.96666666666667,14,1,2,0,Medio
60,10,21.2,8.599999999999998,93.0,7.849999999999999,14,1,2,0,Medio
150,0,21.2,8.359999999999998,92.3333333333333,7.733333333333332,14,1,2,0,Medio
130,0,21.2,8.22666666666667,91.6666666666667,7.616666666666669,14,1,2,0,Medio
60,10,21.2,8.03333333333333,91.0,7.5,15,1,2,0,Medio
50,10,21.2,7.8333333333333295,90.6666666666667,7.5,15,1,2,0,Medio
50,0,21.1,7.745,90.3333333333333,7.5,15,1,2,0,Medio
40,0,21.1,7.69,90.0,7.5,15,1,2,0,Medio
90,0,21.1,7.69,89.6666666666667,7.5,15,1,2,0,Medio
70,0,21.1,7.69,89.3333333333333,7.5,15,1,2,0,Medio
60,10,21.1,7.6233333333333295,89.0,7.5,16,1,2,0,Medio
70,0,21.1,7.59,89.5,7.46666666666667,16,1,2,0,Medio
70,0,21.0,7.59,90.0,7.43333333333333,16,1,2,0,Medio
60,0,21.0,7.59,90.5,7.4,16,1,2,0,Medio
70,0,21.0,7.59,91.0,7.366666666666669,16,1,2,0,Medio
60,0,21.0,7.6233333333333295,91.5,7.3333333333333295,16,1,2,0,Medio
40,0,21.0,7.69,92.0,7.3,17,1,2,0,Medio
40,0,21.0,7.656666666666669,91.6666666666667,7.3,17,1,2,0,Medio
50,10,21.0,7.53,91.3333333333333,7.3,17,1,2,0,Medio
90,10,21.033333333333296,7.33,91.0,7.3,17,1,2,0,Medio
90,30,21.1,7.1233333333333295,90.6666666666667,7.3,17,1,2,0,Medio
90,20,21.1,6.93333333333333,90.3333333333333,7.3,17,1,2,0,Medio
100,30,21.1666666666667,7.0,90.0,7.3,18,1,2,0,Medio
100,30,21.2,6.9,88.8333333333333,7.26666666666667,18,1,2,0,Medio
90,30,21.26,6.9,87.6666666666667,7.233333333333332,18,1,2,0,Medio
170,30,21.29,6.8333333333333295,86.5,7.2,18,1,2,0,Medio
600,30,21.3566666666667,6.65666666666667,85.3333333333333,7.16666666666667,18,1,2,0,Medio
510,10,21.39,6.463333333333329,84.1666666666667,7.133333333333329,18,1,2,0,Medio
110,10,21.39,6.263333333333329,83.0,7.1,19,1,2,0,Alto
100,10,21.5,6.1233333333333295,82.6666666666667,7.03333333333333,19,1,2,0,Alto
100,20,21.566666666666695,5.96666666666667,82.3333333333333,6.96666666666667,19,1,2,0,Alto
110,30,21.6333333333333,5.8333333333333295,82.0,6.9,19,1,2,0,Alto
190,30,21.7,5.763333333333329,81.6666666666667,6.8333333333333295,19,1,2,0,Alto
140,30,21.823333333333295,5.6233333333333295,81.3333333333333,6.76666666666667,19,1,2,0,Alto
90,40,21.89,5.5,81.0,6.7,20,1,2,0,Alto
90,30,21.9266666666667,5.5,81.1666666666667,6.65,20,1,2,0,Alto
90,30,22.025,5.5,81.3333333333333,6.6,20,1,2,0,Alto
90,30,22.1,5.43333333333333,81.5,6.55,20,1,2,0,Alto
120,30,22.1,5.36666666666667,81.6666666666667,6.5,20,1,2,0,Alto
110,20,22.1,5.36666666666667,81.8333333333333,6.45,20,1,2,0,Alto
120,30,22.1,5.36666666666667,82.0,6.4,21,1,2,0,Alto
110,20,22.033333333333296,5.1925,82.8333333333333,6.26666666666667,21,1,2,0,Alto
100,30,22.0,5.15666666666667,83.6666666666667,6.133333333333329,21,1,2,0,Alto
90,20,21.9266666666667,5.0,84.5,6.0,21,1,2,0,Alto
90,20,21.89,4.93333333333333,85.3333333333333,5.86666666666667,21,1,2,0,Alto
80,20,21.89,4.9,86.1666666666667,5.73333333333333,21,1,2,0,Alto
100,20,21.79,4.9,87.0,5.6,22,1,2,0,Alto
90,30,21.79,4.763333333333329,86.8333333333333,5.65,22,1,2,0,Alto
80,20,21.7,4.69,86.6666666666667,5.7,22,1,2,0,Alto
100,20,21.7,4.6233333333333295,86.5,5.75,22,1,2,0,Alto
100,30,21.6666666666667,4.69,86.3333333333333,5.8,22,1,2,0,Alto
70,20,21.6,4.69,86.1666666666667,5.85,22,1,2,0,Alto
40,20,21.566666666666695,4.763333333333329,86.0,5.9,23,1,2,0,Alto
30,20,21.5,4.763333333333329,85.8333333333333,5.81666666666667,23,1,2,0,Alto
50,30,21.5,4.6233333333333295,85.6666666666667,5.73333333333333,23,1,2,0,Alto
60,20,21.4266666666667,4.69,85.5,5.65,23,1,2,0,Alto
70,20,21.39,4.69,85.3333333333333,5.56666666666667,23,1,2,0,Alto
70,20,21.3566666666667,4.59,85.1666666666667,5.48333333333333,23,1,2,0,Alto
60,30,21.29,4.46666666666667,85.0,5.4,0,2,2,0,Alto
50,20,21.23,4.46666666666667,84.5,5.3333333333333295,0,2,2,0,Alto
60,20,21.23,4.36666666666667,84.0,5.26666666666667,0,2,2,0,Alto
50,20,21.1666666666667,4.3,83.5,5.2,0,2,2,0,Alto
60,30,21.1,4.22666666666667,83.0,5.133333333333329,0,2,2,0,Alto
80,20,21.1,4.22666666666667,82.5,5.06666666666667,0,2,2,0,Alto
70,10,21.1,4.15666666666667,82.0,5.0,1,2,2,0,Alto
70,0,21.0,4.09,82.5,4.883333333333329,1,2,2,0,Alto
60,0,21.0,3.9,83.0,4.76666666666667,1,2,2,0,Alto
70,0,21.0,3.9,83.5,4.65,1,2,2,0,Alto
50,0,20.9266666666667,3.76,84.0,4.53333333333333,1,2,2,0,Alto
70,0,20.89,3.7,84.5,4.41666666666667,1,2,2,0,Alto
60,0,20.89,3.59,85.0,4.3,2,2,2,0,Alto
60,0,20.89,3.59,85.6666666666667,4.3333333333333295,2,2,2,0,Alto
70,0,20.823333333333295,3.59,86.3333333333333,4.36666666666667,2,2,2,0,Alto
60,0,20.79,3.53,87.0,4.4,2,2,2,0,Alto
80,0,20.79,3.4,87.6666666666667,4.43333333333333,2,2,2,0,Alto
60,0,20.7,3.43333333333333,88.3333333333333,4.46666666666667,2,2,2,0,Alto
50,0,20.7,3.5,89.0,4.5,3,2,2,0,Alto
40,0,20.7,3.7666666666666706,89.0,4.5,3,2,2,0,Alto
40,0,20.7,3.9,89.0,4.5,3,2,2,0,Alto
40,0,20.7,3.9666666666666694,89.0,4.5,3,2,2,0,Alto
60,0,20.6,3.9,89.0,4.5,3,2,2,0,Alto
60,0,20.6,3.79,89.0,4.5,3,2,2,0,Alto
70,0,20.6,3.73,89.0,4.5,4,2,2,0,Alto
60,0,20.6,3.6633333333333296,89.1666666666667,4.55,4,2,2,0,Alto
60,0,20.5,3.6633333333333296,89.3333333333333,4.6,4,2,2,0,Alto
50,0,20.5,3.79,89.5,4.65,4,2,2,0,Alto
60,0,20.5,3.8633333333333297,89.6666666666667,4.7,4,2,2,0,Alto
60,0,20.5,3.82666666666667,89.8333333333333,4.75,4,2,2,0,Alto
50,0,20.5,3.9,90.0,4.8,5,2,2,0,Alto
60,0,20.4266666666667,3.9333333333333296,89.8333333333333,4.75,5,2,2,0,Alto
70,0,20.39,4.045,89.6666666666667,4.7,5,2,2,0,Alto
60,0,20.39,4.0,89.5,4.65,5,2,2,0,Alto
60,0,20.3566666666667,3.8333333333333295,89.3333333333333,4.6,5,2,2,0,Alto
50,0,20.29,3.6266666666666705,89.1666666666667,4.55,5,2,2,0,Alto
50,0,20.323333333333295,3.6566666666666694,89.0,4.5,6,2,2,0,Alto
60,0,20.315,3.93,89.3333333333333,4.5,6,2,2,0,Alto
50,0,20.29,4.22666666666667,89.6666666666667,4.5,6,2,2,0,Alto
60,0,20.26,4.36666666666667,90.0,4.5,6,2,2,0,Alto
60,0,20.2,4.53,90.3333333333333,4.5,6,2,2,0,Alto
60,0,20.2,4.53,90.6666666666667,4.5,6,2,2,0,Alto
60,10,20.2,4.5,91.0,4.5,7,2,2,0,Alto
60,10,20.2,4.5,91.1666666666667,4.41666666666667,7,2,2,0,Alto
60,10,20.2,4.5,91.3333333333333,4.3333333333333295,7,2,2,0,Alto
60,10,20.2,4.5,91.5,4.25,7,2,2,0,Alto
60,10,20.2,4.36666666666667,91.6666666666667,4.16666666666667,7,2,2,0,Alto
100,10,20.1,4.3,91.8333333333333,4.0833333333333295,7,2,2,0,Alto
70,0,20.1,4.263333333333329,92.0,4.0,8,2,2,0,Alto
70,0,20.1,4.245,91.3333333333333,3.9833333333333294,8,2,2,0,Alto
90,10,20.1,4.1233333333333295,90.6666666666667,3.9666666666666694,8,2,2,0,Alto
190,20,20.1,3.9666666666666694,90.0,3.95,8,2,2,0,Alto
310,20,20.1,3.82666666666667,89.3333333333333,3.9333333333333296,8,2,2,0,Alto
230,30,20.2,3.6633333333333296,88.6666666666667,3.9166666666666705,8,2,2,0,Alto
170,20,20.2,3.53,88.0,3.9,9,2,2,0,Alto
320,20,20.323333333333295,3.4,87.1666666666667,3.9666666666666694,9,2,2,0,Alto
300,0,20.5225,3.4,86.3333333333333,4.03333333333333,9,2,2,0,Alto
90,0,20.76,3.32666666666667,85.5,4.1,9,2,2,0,Alto
90,0,20.86,3.4,84.6666666666667,4.16666666666667,9,2,2,0,Alto
90,0,21.066666666666695,3.43333333333333,83.8333333333333,4.23333333333333,9,2,2,0,Alto
120,0,21.2633333333333,3.6333333333333298,83.0,4.3,10,2,2,0,Alto
360,0,21.39,3.73,81.5,4.46666666666667,10,2,2,0,Alto
220,0,21.4266666666667,3.93,80.0,4.633333333333329,10,2,2,0,Alto
220,0,21.5,4.03,78.5,4.8,10,2,2,0,Alto
410,0,21.6333333333333,4.15666666666667,77.0,4.96666666666667,10,2,2,0,Alto
190,0,21.76,4.43333333333333,75.5,5.133333333333329,10,2,2,0,Alto
80,0,21.79,4.5925,74.0,5.3,11,2,2,0,Alto
70,0,21.79,4.763333333333329,72.8333333333333,5.4,11,2,2,0,Alto
70,0,21.79,4.963333333333329,71.6666666666667,5.5,11,2,2,0,Alto
350,0,21.73,5.15666666666667,70.5,5.6,11,2,2,0,Alto
340,0,21.7,5.3333333333333295,69.3333333333333,5.7,11,2,2,0,Alto
340,0,21.7,5.46666666666667,68.1666666666667,5.8,11,2,2,0,Alto
340,0,21.7,5.72666666666667,67.0,5.9,12,2,2,0,Alto
220,0,21.6333333333333,5.93333333333333,66.5,6.01666666666667,12,2,2,0,Alto
70,0,21.6666666666667,6.22666666666667,66.0,6.133333333333329,12,2,2,0,Alto
90,0,21.6,6.3,65.5,6.25,12,2,2,0,Alto
80,0,21.65,6.4,65.0,6.36666666666667,12,2,2,0,Alto
70,0,21.6,6.46666666666667,64.5,6.48333333333333,12,2,2,0,Alto
70,0,21.533333333333296,6.53,64.0,6.6,13,2,2,0,Alto
70,0,21.566666666666695,6.59,64.1666666666667,6.51666666666667,13,2,2,0,Medio
120,0,21.5,6.72666666666667,64.3333333333333,6.43333333333333,13,2,2,0,Medio
90,0,21.5,6.8,64.5,6.35,13,2,2,0,Medio
100,0,21.5,6.763333333333329,64.6666666666667,6.26666666666667,13,2,2,0,Medio
100,10,21.39,6.69,64.8333333333333,6.18333333333333,13,2,2,0,Medio
240,10,21.323333333333295,6.6233333333333295,65.0,6.1,14,2,2,0,Medio
420,30,21.2,5.093333333333329,68.6666666666667,5.9,14,2,2,0,Alto
200,20,21.2,5.093333333333329,72.3333333333333,5.7,14,2,2,0,Alto
120,20,21.2,5.33,76.0,5.5,14,2,2,0,Alto
120,20,21.1333333333333,5.263333333333329,79.6666666666667,5.3,14,2,2,0,Alto
120,20,21.1,5.4,83.3333333333333,5.1,14,2,2,0,Alto
220,10,21.1,5.4,87.0,4.9,15,2,2,0,Alto
160,20,21.1,5.263333333333329,85.8333333333333,4.93333333333333,15,2,2,0,Alto
130,10,21.033333333333296,5.19,84.6666666666667,4.96666666666667,15,2,2,0,Alto
110,10,21.0,5.3333333333333295,83.5,5.0,15,2,2,0,Alto
90,10,21.0,5.46666666666667,82.3333333333333,5.03333333333333,15,2,2,0,Alto
100,10,21.0,5.5,81.1666666666667,5.06666666666667,15,2,2,0,Alto
180,10,20.9725,5.56,80.0,5.1,16,2,2,0,Alto
510,10,20.963333333333296,5.763333333333329,80.0,5.133333333333329,16,2,2,0,Alto
350,10,20.89,5.763333333333329,80.0,5.16666666666667,16,2,2,0,Alto
310,10,20.823333333333295,5.9,80.0,5.2,16,2,2,0,Medio
300,10,20.79,5.9,80.0,5.23333333333333,16,2,2,0,Medio
270,30,20.79,5.9,80.0,5.26666666666667,16,2,2,0,Medio
270,40,20.7,5.86666666666667,80.0,5.3,17,2,2,0,Medio
250,40,20.7,5.8,80.0,5.31666666666667,17,2,2,0,Medio
230,30,20.7,5.763333333333329,80.0,5.3333333333333295,17,2,2,0,Medio
120,30,20.7,5.6233333333333295,80.0,5.35,17,2,2,0,Alto
190,30,20.7,5.65666666666667,80.0,5.36666666666667,17,2,2,0,Alto
170,30,20.7,5.59,80.0,5.383333333333329,17,2,2,0,Alto
120,30,20.79,5.59,80.0,5.4,18,2,2,0,Alto
120,40,20.8566666666667,5.59,80.0,5.383333333333329,18,2,2,0,Alto
460,30,20.9266666666667,5.5,80.0,5.36666666666667,18,2,2,0,Alto
600,30,21.0,5.5,80.0,5.35,18,2,2,0,Alto
280,10,21.1333333333333,5.59,80.0,5.3333333333333295,18,2,2,0,Alto
100,0,21.2,5.59,80.0,5.31666666666667,18,2,2,0,Alto
110,20,21.323333333333295,5.59,80.0,5.3,19,2,2,0,Alto
130,20,21.4175,5.59,80.1666666666667,5.26666666666667,19,2,2,0,Alto
120,20,21.5,5.59,80.3333333333333,5.23333333333333,19,2,2,0,Alto
110,20,21.6,5.59,80.5,5.2,19,2,2,0,Alto
160,20,21.6,5.463333333333329,80.6666666666667,5.16666666666667,19,2,2,0,Alto
160,10,21.6333333333333,5.29666666666667,80.8333333333333,5.133333333333329,19,2,2,0,Alto
150,20,21.7,5.03,81.0,5.1,20,2,2,0,Alto
170,20,21.73,5.1233333333333295,81.3333333333333,5.06666666666667,20,2,2,0,Alto
100,20,21.79,5.19,81.6666666666667,5.03333333333333,20,2,2,0,Alto
130,20,21.89,4.86666666666667,82.0,5.0,20,2,2,0,Alto
100,0,21.89,4.8,82.3333333333333,4.96666666666667,20,2,2,0,Alto
140,0,21.89,4.9,82.6666666666667,4.93333333333333,20,2,2,0,Alto
120,0,21.89,4.8333333333333295,83.0,4.9,21,2,2,0,Alto
120,0,21.89,4.65666666666667,83.5,4.85,21,2,2,0,Alto
140,0,21.89,4.53,84.0,4.8,21,2,2,0,Alto
120,0,21.89,4.4,84.5,4.75,21,2,2,0,Alto
130,10,21.89,4.46666666666667,85.0,4.7,21,2,2,0,Alto
80,10,21.89,4.59,85.5,4.65,21,2,2,0,Alto
70,0,21.89,4.59,86.0,4.6,22,2,2,0,Alto
70,10,21.8566666666667,4.5,86.0,4.5,22,2,2,0,Alto
70,0,21.79,4.5,86.0,4.4,22,2,2,0,Alto
100,0,21.745,4.5,86.0,4.3,22,2,2,0,Alto
100,0,21.7,4.43333333333333,86.0,4.2,22,2,2,0,Alto
100,0,21.7,4.36666666666667,86.0,4.1,22,2,2,0,Alto
70,10,21.6,4.06,86.0,4.0,23,2,2,0,Alto
70,0,21.6,3.86,86.3333333333333,3.86666666666667,23,2,2,0,Alto
70,0,21.566666666666695,3.6333333333333298,86.6666666666667,3.7333333333333294,23,2,2,0,Alto
70,0,21.5,3.43333333333333,87.0,3.6,23,2,2,0,Alto
60,0,21.463333333333296,3.26,87.3333333333333,3.4666666666666694,23,2,2,0,Alto
50,0,21.39,3.12666666666667,87.6666666666667,3.3333333333333295,23,2,2,0,Alto
30,0,21.39,2.8333333333333295,88.0,3.2,0,3,2,0,Alto
20,0,21.323333333333295,2.62666666666667,88.6666666666667,2.95,0,3,2,0,Alto
50,0,21.29,2.59,89.3333333333333,2.7,0,3,2,0,Alto
40,0,21.23,2.53,90.0,2.45,0,3,2,0,Alto
40,0,21.2,2.36333333333333,90.6666666666667,2.2,0,3,2,0,Alto
50,0,21.2,2.23,91.3333333333333,1.95,0,3,2,0,Alto
40,0,21.1,2.145,92.0,1.7,1,3,2,0,Alto
50,0,21.1,2.09,91.8333333333333,1.78333333333333,1,3,2,0,Alto
40,0,21.1,1.96333333333333,91.6666666666667,1.86666666666667,1,3,2,0,Alto
50,0,21.033333333333296,1.63333333333333,91.5,1.95,1,3,2,0,Alto
50,0,21.0,1.36,91.3333333333333,2.03333333333333,1,3,2,0,Alto
40,0,20.9175,1.2,91.1666666666667,2.11666666666667,1,3,2,0,Alto
50,0,20.89,1.2,91.0,2.2,2,3,2,0,Alto
40,0,20.823333333333295,1.36,90.6666666666667,2.16666666666667,2,3,2,0,Alto
40,0,20.823333333333295,1.56666666666667,90.3333333333333,2.13333333333333,2,3,2,0,Alto
50,0,20.79,1.6,90.0,2.1,2,3,2,0,Alto
50,0,20.79,1.53333333333333,89.6666666666667,2.06666666666667,2,3,2,0,Alto
50,0,20.76,1.35666666666667,89.3333333333333,2.03333333333333,2,3,2,0,Alto
50,0,20.7,1.29,89.0,2.0,3,3,2,0,Alto
40,0,20.7,1.2,89.0,1.95,3,3,2,0,Alto
20,0,20.7,1.26,89.0,1.9,3,3,2,0,Alto
20,0,20.6,1.29,89.0,1.85,3,3,2,0,Alto
20,0,20.6,1.1725,89.0,1.8,3,3,2,0,Alto
40,0,20.6,0.866666666666667,89.0,1.75,3,3,2,0,Alto
50,0,20.533333333333296,0.5666666666666669,89.0,1.7,4,3,2,0,Alto
60,0,20.5,0.433333333333333,89.3333333333333,1.78333333333333,4,3,2,0,Alto
40,0,20.5,0.2999999999999999,89.6666666666667,1.86666666666667,4,3,2,0,Alto
50,0,20.5,0.2999999999999999,90.0,1.95,4,3,2,0,Alto
40,0,20.5,0.433333333333333,90.3333333333333,2.03333333333333,4,3,2,0,Alto
40,0,20.463333333333296,0.5666666666666669,90.6666666666667,2.11666666666667,4,3,2,0,Alto
50,0,20.39,0.866666666666667,91.0,2.2,5,3,2,0,Alto
40,0,20.39,1.13333333333333,91.0,2.28333333333333,5,3,2,0,Alto
50,0,20.29,1.32333333333333,91.0,2.36666666666667,5,3,2,0,Alto
50,0,20.29,1.39,91.0,2.45,5,3,2,0,Alto
50,0,20.29,1.5,91.0,2.53333333333333,5,3,2,0,Alto
40,0,20.29,1.56666666666667,91.0,2.61666666666667,5,3,2,0,Alto
40,0,20.2,1.73,91.0,2.7,6,3,2,0,Alto
40,0,20.2,1.8633333333333295,91.1666666666667,2.81666666666667,6,3,2,0,Alto
40,0,20.2,2.0,91.3333333333333,2.93333333333333,6,3,2,0,Alto
50,0,20.2,2.12666666666667,91.5,3.05,6,3,2,0,Alto
30,0,20.1666666666667,2.26,91.6666666666667,3.16666666666667,6,3,2,0,Alto
30,0,20.1,2.4,91.8333333333333,3.28333333333333,6,3,2,0,Alto
30,10,20.1,2.4666666666666694,92.0,3.4,7,3,2,0,Alto
40,10,20.1,2.53,92.0,3.5,7,3,2,0,Alto
60,20,20.1,2.66333333333333,92.0,3.6,7,3,2,0,Alto
50,30,20.033333333333296,2.82666666666667,92.0,3.7,7,3,2,0,Alto
50,20,20.1,2.9666666666666694,92.0,3.8,7,3,2,0,Alto
70,20,20.033333333333296,3.1566666666666694,92.0,3.9,7,3,2,0,Alto
60,20,20.0,3.29,92.0,4.0,8,3,2,0,Alto
60,10,20.0,3.5,92.5,4.0,8,3,2,0,Alto
80,0,20.0,3.56,93.0,4.0,8,3,2,0,Alto
60,10,20.0,3.79,93.5,4.0,8,3,2,0,Alto
60,20,20.0,3.8633333333333297,94.0,4.0,8,3,2,0,Alto
50,20,19.89,4.03,94.5,4.0,8,3,2,0,Alto
50,20,19.963333333333296,4.165,95.0,4.0,9,3,2,0,Alto
60,10,19.963333333333296,4.263333333333329,95.1666666666667,4.0833333333333295,9,3,2,0,Alto
170,10,19.89,4.3333333333333295,95.3333333333333,4.16666666666667,9,3,2,0,Alto
350,0,19.89,4.46666666666667,95.5,4.25,9,3,2,0,Alto
140,0,19.89,4.53,95.6666666666667,4.3333333333333295,9,3,2,0,Alto
80,0,19.8566666666667,4.59,95.8333333333333,4.41666666666667,9,3,2,0,Alto
50,0,19.8566666666667,4.69,96.0,4.5,10,3,2,0,Alto
40,0,19.8566666666667,4.69,96.0,4.6,10,3,2,0,Alto
50,0,19.79,4.8333333333333295,96.0,4.7,10,3,2,0,Medio
60,10,19.79,4.9,96.0,4.8,10,3,2,0,Medio
60,30,19.79,5.03,96.0,4.9,10,3,2,0,Medio
60,20,19.79,5.09,96.0,5.0,10,3,2,0,Medio
80,20,19.79,5.22666666666667,96.0,5.1,11,3,2,0,Medio
70,20,19.79,5.36666666666667,96.0,5.3,11,3,2,0,Medio
70,20,19.79,5.53,96.0,5.5,11,3,2,0,Medio
90,30,19.84,5.65666666666667,96.0,5.7,11,3,2,0,Medio
60,30,19.79,5.8333333333333295,96.0,5.9,11,3,2,0,Medio
50,20,19.8566666666667,6.0225,96.0,6.1,11,3,2,0,Medio
470,30,19.8566666666667,6.263333333333329,96.0,6.3,12,3,2,0,Medio
600,10,19.8566666666667,6.633333333333329,95.8333333333333,6.53333333333333,12,3,2,0,Medio
330,10,19.8566666666667,7.093333333333329,95.6666666666667,6.76666666666667,12,3,2,0,Medio
260,0,19.8566666666667,7.463333333333329,95.5,7.0,12,3,2,0,Medio
240,0,19.9266666666667,7.656666666666669,95.3333333333333,7.233333333333332,12,3,2,0,Medio
220,10,20.066666666666695,7.866666666666669,95.1666666666667,7.46666666666667,12,3,2,0,Medio
260,10,20.23,8.06666666666667,95.0,7.7,13,3,2,0,Medio
300,20,20.3566666666667,8.25666666666667,94.1666666666667,8.0,13,3,2,0,Medio
70,10,20.4266666666667,8.529999999999998,93.3333333333333,8.3,13,3,2,0,Medio
60,20,20.5,8.86666666666667,92.5,8.599999999999998,13,3,2,0,Medio
70,20,20.5,9.2,91.6666666666667,8.9,13,3,2,0,Medio
70,30,20.5,9.5,90.8333333333333,9.2,13,3,2,0,Medio
110,20,20.6,9.5,90.0,9.5,14,3,2,0,Medio
180,20,20.6,9.56666666666667,90.1666666666667,9.5,14,3,2,0,Medio
170,20,20.6,9.42666666666667,90.3333333333333,9.5,14,3,2,0,Medio
50,30,20.6,9.3,90.5,9.5,14,3,2,0,Medio
50,20,20.7,9.3,90.6666666666667,9.5,14,3,2,0,Medio
60,20,20.87,9.3,90.8333333333333,9.5,14,3,2,0,Medio
60,20,21.066666666666695,9.33,91.0,9.5,15,3,2,0,Medio
60,20,21.323333333333295,9.463333333333328,90.1666666666667,9.6,15,3,2,0,Medio
60,20,21.463333333333296,9.63,89.3333333333333,9.7,15,3,2,0,Medio
70,0,21.6,9.823333333333329,88.5,9.8,15,3,2,0,Medio
